title,authors,year,abstract,ss_id
One Blade for One Purpose: Advancing Math Information Retrieval using Hybrid Search,"[{'name': 'Wei Zhong', 'dblp_profile': 'https://dblp.org/pid/60/1416.html'}, {'name': 'Sheng-Chieh Lin', 'dblp_profile': 'https://dblp.org/pid/61/10361.html'}, {'name': 'Jheng-Hong Yang', 'dblp_profile': 'https://dblp.org/pid/227/0821.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}]",2023,"Neural retrievers have been shown to be effective for math-aware search. Their ability to cope with math symbol mismatches, to represent highly contextualized semantics, and to learn effective representations are critical to improving math information retrieval. However, the most effective retriever for math remains impractical as it depends on token-level dense representations for each math token, which leads to prohibitive storage demands, especially considering that math content generally consumes more tokens. In this work, we try to alleviate this efficiency bottleneck while boosting math information retrieval effectiveness via hybrid search. To this end, we propose MABOWDOR, a Math-Aware Bestof-Worlds Domain Optimized Retriever, which has an unsupervised structure search component, a dense retriever, and optionally a sparse retriever on top of a domain-adapted backbone learned by context-enhanced pretraining, each addressing a different need in retrieving heterogeneous data from math documents. Our hybrid search outperforms the previous state-of-the-art math IR system while eliminating efficiency bottlenecks. Our system is available at https://github.com/approach0/pya0.",72a9187b489992cad3d54420611d5039eb6b9d86
SLIM: Sparsified Late Interaction for Multi-Vector Retrieval with Inverted Indexes,"[{'name': 'Minghan Li', 'dblp_profile': 'https://dblp.org/pid/214/2450.html'}, {'name': 'Sheng-Chieh Lin', 'dblp_profile': 'https://dblp.org/pid/61/10361.html'}, {'name': 'Xueguang Ma', 'dblp_profile': 'https://dblp.org/pid/44/9030.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}]",2023,"This paper introduces Sparsified Late Interaction for Multi-vector (SLIM) retrieval with inverted indexes. Multi-vector retrieval methods have demonstrated their effectiveness on various retrieval datasets, and among them, ColBERT is the most established method based on the late interaction of contextualized token embeddings of pre-trained language models. However, efficient ColBERT implementations require complex engineering and cannot take advantage of off-the-shelf search libraries, impeding their practical use. To address this issue, SLIM first maps each contextualized token vector to a sparse, high-dimensional lexical space before performing late interaction between these sparse token embeddings. We then introduce an efficient two-stage retrieval architecture that includes inverted index retrieval followed by a score refinement module to approximate the sparsified late interaction, which is fully compatible with off-the-shelf lexical search libraries such as Lucene. SLIM achieves competitive accuracy on MS MARCO Passages and BEIR compared to ColBERT while being much smaller and faster on CPUs. To our knowledge, we are the first to explore using sparse token representations for multi-vector retrieval. Source code and data are integrated into the Pyserini IR toolkit.",e1f513fe13b735b7829c5b7d27040512f189efcb
MMEAD: MS MARCO Entity Annotations and Disambiguations,"[{'name': 'Chris Kamphuis', 'dblp_profile': 'https://dblp.org/pid/156/3395.html'}, {'name': 'Aileen Lin', 'dblp_profile': 'https://dblp.org/pid/236/4217.html'}, {'name': 'Siwen Yang', 'dblp_profile': 'https://dblp.org/pid/208/9759.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}, {'name': 'Arjen P. de Vries', 'dblp_profile': 'https://dblp.org/pid/v/ArjenPdeVries.html'}, {'name': 'Faegheh Hasibi', 'dblp_profile': 'https://dblp.org/pid/118/9049.html'}]",2023,"MMEAD, or MS MARCO Entity Annotations and Disambiguations, is a resource for entity links for the MS MARCO datasets. We specify a format to store and share links for both document and passage collections of MS MARCO. Following this specification, we release entity links to Wikipedia for documents and passages in both MS MARCO collections (v1 and v2). Entity links have been produced by the REL and BLINK systems. MMEAD is an easy-to-install Python package, allowing users to load the link data and entity embeddings effortlessly. Using MMEAD takes only a few lines of code. Finally, we show how MMEAD can be used for IR research that uses entity information. We show how to improve recall@1000 and MRR@10 on more complex queries on the MS MARCO v1 passage dataset by using this resource. We also demonstrate how entity expansions can be used for interactive search applications.",4839344495444c25ee3da374e9462042157d62ca
SPRINT: A Unified Toolkit for Evaluating and Demystifying Zero-shot Neural Sparse Retrieval,"[{'name': 'Nandan Thakur', 'dblp_profile': 'https://dblp.org/pid/276/6898.html'}, {'name': 'Kexin Wang', 'dblp_profile': 'https://dblp.org/pid/44/8799.html'}, {'name': 'Iryna Gurevych', 'dblp_profile': 'https://dblp.org/pid/85/6201.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}]",2023,"Traditionally, sparse retrieval systems relied on lexical representations to retrieve documents, such as BM25, dominated information retrieval tasks. With the onset of pre-trained transformer models such as BERT, neural sparse retrieval has led to a new paradigm within retrieval. Despite the success, there has been limited software supporting different sparse retrievers running in a unified, common environment. This hinders practitioners from fairly comparing different sparse models and obtaining realistic evaluation results. Another missing piece is, that a majority of prior work evaluates sparse retrieval models on in-domain retrieval, i.e. on a single dataset: MS MARCO. However, a key requirement in practical retrieval systems requires models that can generalize well to unseen out-of-domain, i.e. zero-shot retrieval tasks. In this work, we provide SPRINT, a unified python toolkit based on Pyserini and Lucene, supporting a common interface for evaluating neural sparse retrieval. The toolkit currently includes five built-in models: uniCOIL, DeepImpact, SPARTA, TILDEv2 and SPLADEv2. Users can also easily add customized models by defining their term weighting method. Using our toolkit, we establish strong and reproducible zero-shot sparse retrieval baselines across the well-acknowledged benchmark, BEIR. Our results demonstrate that SPLADEv2 achieves the best average score of 0.470 nDCG@10 on BEIR amongst all neural sparse retrievers. In this work, we further uncover the reasons behind its performance gain. We show that SPLADEv2 produces sparse representations with a majority of tokens outside of the original query and document which is often crucial for its performance gains, i.e. a limitation among its other sparse counterparts. We provide our SPRINT toolkit, models, and data used in our experiments publicly here: https://github.com/thakur-nandan/sprint.",19a6bc42e14d84453b8647ebb98e453c1449762f
AToMiC: An Image/Text Retrieval Test Collection to Support Multimedia Content Creation,"[{'name': 'Jheng-Hong Yang', 'dblp_profile': 'https://dblp.org/pid/227/0821.html'}, {'name': 'Carlos Lassance', 'dblp_profile': 'https://dblp.org/pid/177/5760.html'}, {'name': 'Rafael Sampaio de Rezende', 'dblp_profile': 'https://dblp.org/pid/243/3241.html'}, {'name': 'Krishna Srinivasan', 'dblp_profile': 'https://dblp.org/pid/50/145.html'}, {'name': 'Miriam Redi', 'dblp_profile': 'https://dblp.org/pid/85/9997.html'}, {'name': 'Stéphane Clinchant', 'dblp_profile': 'https://dblp.org/pid/97/2910.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}]",2023,"This paper presents the AToMiC (Authoring Tools for Multi media Content) dataset, designed to advance research in image/text cross-modal retrieval. While vision--language pretrained transformers have led to significant improvements in retrieval effectiveness, existing research has relied on image-caption datasets that feature only simplistic image--text relationships and underspecified user models of retrieval tasks. To address the gap between these oversimplified settings and real-world applications for multimedia content creation, we introduce a new approach for building retrieval test collections. We leverage hierarchical structures and diverse domains of texts, styles, and types of images, as well as large-scale image--document associations embedded in Wikipedia. We formulate two tasks based on a realistic user model and validate our dataset through retrieval experiments using baseline models. AToMiC offers a testbed for scalable, diverse, and reproducible multimedia retrieval research. Finally, our dataset provides the basis for a dedicated track at the 2023 Text Retrieval Conference (TREC), and is publicly available at https://github.com/TREC-AToMiC/AToMiC.",17abec01047a09c1c57a8150957e1980e618d043
Tevatron: An Efficient and Flexible Toolkit for Neural Retrieval,"[{'name': 'Luyu Gao', 'dblp_profile': 'https://dblp.org/pid/213/8857.html'}, {'name': 'Xueguang Ma', 'dblp_profile': 'https://dblp.org/pid/44/9030.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}, {'name': 'Jamie Callan', 'dblp_profile': 'https://dblp.org/pid/c/JamesPCallan.html'}]",2023,"Recent rapid advances in deep pre-trained language models and the introduction of large datasets have powered research in embedding-based neural retrieval. While many excellent research papers have emerged, most of them come with their own implementations, which are typically optimized for some particular research goals instead of efficiency or code organization. In this paper, we introduce Tevatron, a neural retrieval toolkit that is optimized for efficiency, flexibility, and code simplicity. Tevatron enables model training and evaluation for a variety of ranking components such as dense retrievers, sparse retrievers, and rerankers. It also provides a standardized pipeline that includes text processing, model training, corpus/query encoding, and search. In addition, Tevatron incorporates well-studied methods for improving retriever effectiveness such as hard negative mining and knowledge distillation. We provide an overview of Tevatron in this paper, demonstrating its effectiveness and efficiency on multiple IR and QA datasets. We highlight Tevatron's flexible design, which enables easy generalization across datasets, model architectures, and accelerator platforms (GPUs and TPUs). Overall, we believe that Tevatron can serve as a solid software foundation for research on neural retrieval systems, including their design, modeling, and optimization.",e3e1b523c4af48061b17771a5c7ffa4aced03eef
Which Model Shall I Choose? Cost/Quality Trade-offs for Text Classification Tasks,"[{'name': 'Shi Zong', 'dblp_profile': 'https://dblp.org/pid/177/9106.html'}, {'name': 'Josh Seltzer', 'dblp_profile': 'https://dblp.org/pid/323/9652.html'}, {'name': 'Jiahua Pan', 'dblp_profile': 'https://dblp.org/pid/277/1923.html'}, {'name': 'Kathy Cheng', 'dblp_profile': 'https://dblp.org/pid/323/9661.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}]",2023,"Industry practitioners always face the problem of choosing the appropriate model for deployment under different considerations, such as to maximize a metric that is crucial for production, or to reduce the total cost given financial concerns. In this work, we focus on the text classification task and present a quantitative analysis for this challenge. Using classification accuracy as the main metric, we evaluate the classifiers' performances for a variety of models, including large language models, along with their associated costs, including the annotation cost, training (fine-tuning) cost, and inference cost. We then discuss the model choices for situations like having a large number of samples needed for inference. We hope our work will help people better understand the cost/quality trade-offs for the text classification task.",e6f9e70182d2b10a9b97541091ecc73c37c6028a
SLIM: Sparsified Late Interaction for Multi-Vector Retrieval with Inverted Indexes,"[{'name': 'Minghan Li', 'dblp_profile': 'https://dblp.org/pid/214/2450.html'}, {'name': 'Sheng-Chieh Lin', 'dblp_profile': 'https://dblp.org/pid/61/10361.html'}, {'name': 'Xueguang Ma', 'dblp_profile': 'https://dblp.org/pid/44/9030.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}]",2023,"This paper introduces Sparsified Late Interaction for Multi-vector (SLIM) retrieval with inverted indexes. Multi-vector retrieval methods have demonstrated their effectiveness on various retrieval datasets, and among them, ColBERT is the most established method based on the late interaction of contextualized token embeddings of pre-trained language models. However, efficient ColBERT implementations require complex engineering and cannot take advantage of off-the-shelf search libraries, impeding their practical use. To address this issue, SLIM first maps each contextualized token vector to a sparse, high-dimensional lexical space before performing late interaction between these sparse token embeddings. We then introduce an efficient two-stage retrieval architecture that includes inverted index retrieval followed by a score refinement module to approximate the sparsified late interaction, which is fully compatible with off-the-shelf lexical search libraries such as Lucene. SLIM achieves competitive accuracy on MS MARCO Passages and BEIR compared to ColBERT while being much smaller and faster on CPUs. To our knowledge, we are the first to explore using sparse token representations for multi-vector retrieval. Source code and data are integrated into the Pyserini IR toolkit.",e1f513fe13b735b7829c5b7d27040512f189efcb
Improving Out-of-Distribution Generalization of Neural Rerankers with Contextualized Late Interaction,"[{'name': 'Xinyu Zhang', 'dblp_profile': 'https://dblp.org/pid/58/4582.html'}, {'name': 'Minghan Li', 'dblp_profile': 'https://dblp.org/pid/214/2450.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}]",2023,"Recent progress in information retrieval finds that embedding query and document representation into multi-vector yields a robust bi-encoder retriever on out-of-distribution datasets. In this paper, we explore whether late interaction, the simplest form of multi-vector, is also helpful to neural rerankers that only use the [CLS] vector to compute the similarity score. Although intuitively, the attention mechanism of rerankers at the previous layers already gathers the token-level information, we find adding late interaction still brings an extra 5% improvement in average on out-of-distribution datasets, with little increase in latency and no degradation in in-domain effectiveness. Through extensive experiments and analysis, we show that the finding is consistent across different model sizes and first-stage retrievers of diverse natures and that the improvement is more prominent on longer queries.",d68753acfbd0a3d007842884d56a776b45982e6e
How to Train Your DRAGON: Diverse Augmentation Towards Generalizable Dense Retrieval,"[{'name': 'Sheng-Chieh Lin', 'dblp_profile': 'https://dblp.org/pid/61/10361.html'}, {'name': 'Akari Asai', 'dblp_profile': 'https://dblp.org/pid/213/8066.html'}, {'name': 'Minghan Li', 'dblp_profile': 'https://dblp.org/pid/214/2450.html'}, {'name': 'Barlas Oguz', 'dblp_profile': 'https://dblp.org/pid/69/9892.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}, {'name': 'Yashar Mehdad', 'dblp_profile': 'https://dblp.org/pid/28/7560.html'}, {'name': 'Wen-tau Yih', 'dblp_profile': 'https://dblp.org/pid/07/7129.html'}, {'name': 'Xilun Chen', 'dblp_profile': 'https://dblp.org/pid/96/10207-2.html'}]",2023,"Various techniques have been developed in recent years to improve dense retrieval (DR), such as unsupervised contrastive learning and pseudo-query generation. Existing DRs, however, often suffer from effectiveness tradeoffs between supervised and zero-shot retrieval, which some argue was due to the limited model capacity. We contradict this hypothesis and show that a generalizable DR can be trained to achieve high accuracy in both supervised and zero-shot retrieval without increasing model size. In particular, we systematically examine the contrastive learning of DRs, under the framework of Data Augmentation (DA). Our study shows that common DA practices such as query augmentation with generative models and pseudo-relevance label creation using a cross-encoder, are often inefficient and sub-optimal. We hence propose a new DA approach with diverse queries and sources of supervision to progressively train a generalizable DR. As a result, DRAGON, our dense retriever trained with diverse augmentation, is the first BERT-base-sized DR to achieve state-of-the-art effectiveness in both supervised and zero-shot evaluations and even competes with models using more complex late interaction (ColBERTv2 and SPLADE++).",a4867148c2f692efc6c22c3935a59be2d04ea3e9
Spacerini: Plug-and-play Search Engines with Pyserini and Hugging Face,"[{'name': 'Christopher Akiki', 'dblp_profile': 'https://dblp.org/pid/277/0703.html'}, {'name': 'Odunayo Ogundepo', 'dblp_profile': 'https://dblp.org/pid/299/8249.html'}, {'name': 'Aleksandra Piktus', 'dblp_profile': 'https://dblp.org/pid/241/7090.html'}, {'name': 'Xinyu Zhang', 'dblp_profile': 'https://dblp.org/pid/58/4582.html'}, {'name': 'Akintunde Oladipo', 'dblp_profile': 'https://dblp.org/pid/341/4148.html'}, {'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}, {'name': 'Martin Potthast', 'dblp_profile': 'https://dblp.org/pid/87/6573.html'}]",2023,"We present Spacerini, a modular framework for seamless building and deployment of interactive search applications, designed to facilitate the qualitative analysis of large scale research datasets. Spacerini integrates features from both the Pyserini toolkit and the Hugging Face ecosystem to ease the indexing text collections and deploy them as search engines for ad-hoc exploration and to make the retrieval of relevant data points quick and efficient. The user-friendly interface enables searching through massive datasets in a no-code fashion, making Spacerini broadly accessible to anyone looking to qualitatively audit their text collections. This is useful both to IR~researchers aiming to demonstrate the capabilities of their indexes in a simple and interactive way, and to NLP~researchers looking to better understand and audit the failure modes of large language models. The framework is open source and available on GitHub: https://github.com/castorini/hf-spacerini, and includes utilities to load, pre-process, index, and deploy local and web search applications. A portfolio of applications created with Spacerini for a multitude of use cases can be found by visiting https://hf.co/spacerini.",c198c1193f924953b649002413979e7733c93a48
Simple Yet Effective Neural Ranking and Reranking Baselines for Cross-Lingual Information Retrieval,"[{'name': 'Jimmy Lin', 'dblp_profile': 'https://dblp.org/pid/00/7739'}, {'name': 'David Alfonso-Hermelo', 'dblp_profile': 'https://dblp.org/pid/241/1750.html'}, {'name': 'Vitor Jeronymo', 'dblp_profile': 'https://dblp.org/pid/321/4286.html'}, {'name': 'Ehsan Kamalloo', 'dblp_profile': 'https://dblp.org/pid/61/7404.html'}, {'name': 'Carlos Lassance', 'dblp_profile': 'https://dblp.org/pid/177/5760.html'}, {'name': 'Rodrigo Frassetto Nogueira', 'dblp_profile': 'https://dblp.org/pid/175/1545.html'}, {'name': 'Odunayo Ogundepo', 'dblp_profile': 'https://dblp.org/pid/299/8249.html'}, {'name': 'Mehdi Rezagholizadeh', 'dblp_profile': 'https://dblp.org/pid/134/0625.html'}, {'name': 'Nandan Thakur', 'dblp_profile': 'https://dblp.org/pid/276/6898.html'}, {'name': 'Jheng-Hong Yang', 'dblp_profile': 'https://dblp.org/pid/227/0821.html'}, {'name': 'Xinyu Zhang', 'dblp_profile': 'https://dblp.org/pid/58/4582.html'}]",2023,"The advent of multilingual language models has generated a resurgence of interest in cross-lingual information retrieval (CLIR), which is the task of searching documents in one language with queries from another. However, the rapid pace of progress has led to a confusing panoply of methods and reproducibility has lagged behind the state of the art. In this context, our work makes two important contributions: First, we provide a conceptual framework for organizing different approaches to cross-lingual retrieval using multi-stage architectures for mono-lingual retrieval as a scaffold. Second, we implement simple yet effective reproducible baselines in the Anserini and Pyserini IR toolkits for test collections from the TREC 2022 NeuCLIR Track, in Persian, Russian, and Chinese. Our efforts are built on a collaboration of the two teams that submitted the most effective runs to the TREC evaluation. These contributions provide a firm foundation for future advances.",610bfeb562ce11cd3a6e7588427daf489e3b4e94
