Index,Last Name,Given Name,Year,Location,Citation,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation,Interests
55,Wirth,Niklaus E,1984,Switzerland,"For developing a sequence of innovative computer languages, EULER, 	ALGOL-W, MODULA and PASCAL.  PASCAL has become pedagogically significant and has provided a 	foundation for future computer language, systems, and architectural research. ",https://awards.acm.org/award-recipients/wirth_1025774,https://dblp.org/pid/w/NiklausWirth,https://scholar.google.com/citations?user=krrL4ZAAAAAJ,Regulate with Rhysa,Magnetic resonance Neuroimaging Computer science
56,Ritchie,Dennis M.,1983,USA,"With Ken Thompson, for  their development of generic operating systems theory and specifically for the implementation of the UNIX operating system.",https://awards.acm.org/award-recipients/ritchie_1506389,https://dblp.org/pid/r/DennisRitchie,https://scholar.google.com/citations?user=w1WB5d0AAAAJ,Bell Labs,Operating Systems Programming Languages
57,Thompson,Kenneth Lane,1983,USA,"With Dennis M. Ritchie, for their development of generic operating systems theory and specifically for the implementation of the UNIX operating system.",https://awards.acm.org/award-recipients/thompson_4588371,,https://scholar.google.com/citations?user=FsHMg9AAAAAJ,Retired,Computer Science
58,Cook,Stephen A,1982,USA,"For his advancement of our understanding of the complexity of computation in a significant and profound way.  His seminal paper, ""The Complexity of Theorem Proving Procedures,"" presented at the 1971 ACM SIGACT Symposium on the Theory of Computing, laid the foundations for the theory of NP-Completeness.  The ensuing exploration of the boundaries and nature of NP-complete class of problems has been one of the most active and important research activities in computer science for the last decade.",https://awards.acm.org/award-recipients/cook_N991950,https://dblp.org/pid/c/StephenACook,https://scholar.google.com/citations?user=IbEbvs0AAAAJ,James Cook University,global change biology tropical ecology tropical biology climate change biology macroecology
59,Codd,Edgar F,1981,USA,For his fundamental and continuing contributions to the theory and practice of database management systems.  ,https://awards.acm.org/award-recipients/codd_1000892,https://dblp.org/pid/c/EFCodd,,,[]
60,Hoare,C. Antony R.,1980,United Kingdom,For his fundamental contributions to the definition and design of programming languages.,https://awards.acm.org/award-recipients/hoare_4622167,https://dblp.org/pid/h/CARHoare,https://scholar.google.com/citations?user=v-YdOywAAAAJ,"Principal Researcher, Microsoft Research; Emeritus Professor, University of Oxford;  Griffith",Computer Science Formal Methods Programming Languages Algorithms
61,Iverson,Kenneth E.,1979,USA,"For his pioneering effort in programming languages and mathematical
 	notation resulting in what the computing field now knows as APL, for his contributions to
 	the implementation of interactive systems, to educational uses of APL, and to programming
 	language theory and practice.",https://awards.acm.org/award-recipients/iverson_9147499,https://dblp.org/pid/75/296,https://scholar.google.com/citations?user=RBb84VMAAAAJ,Ph.D.,Cryptography Blockchain
62,Floyd,Robert W.,1978,USA,"For having a clear influence on methodologies for the creation of efficient
 	and reliable software, and for helping to found the following important subfields of computer science:
 	the theory of parsing, the semantics of programming languages, automatic program verification, automatic
 	program synthesis, and analysis of algorithms.",https://awards.acm.org/award-recipients/floyd_3720707,https://dblp.org/pid/f/RobertFFloyd,,,[]
63,Backus,John,1977,USA,"For profound, influential, and lasting contributions to the design of practical
 	high-level programming systems, notably through his work on FORTRAN, and for seminal publication of formal
 	procedures for the specification of programming languages.",https://awards.acm.org/award-recipients/backus_0703524,https://dblp.org/pid/21/6475,,,[]
64,Scott,Dana S,1976,USA,"Along with Michael O. Rabin, for their joint paper ""Finite Automata and Their Decision Problem,"" which introduced the idea of nondeterministic machines, which has proved to be an enormously valuable concept. Their (Scott & Rabin) classic paper has been a continuous source of inspiration for subsequent work in this field.
 ",https://awards.acm.org/award-recipients/scott_1193622,https://dblp.org/pid/s/DanaSScott,https://scholar.google.com/citations?user=EsIyIQsAAAAJ,Dana-Farber Cancer Institute,Computational biology cancer genomics
65,Rabin,Michael O.,1976,USA,"Along with Dana S. Scott, for their joint paper ""Finite Automata and Their Decision Problem,"" which introduced the idea of nondeterministic machines, which has proved to be an enormously valuable concept. Their (Scott & Rabin) classic paper has been a continuous source of inspiration for subsequent work in this field.
 ",https://awards.acm.org/award-recipients/rabin_9681074,https://dblp.org/pid/r/MORabin,https://scholar.google.com/citations?user=_UUtVF4AAAAJ,"Professor, Harvard University",
66,Newell,Allen,1975,USA,"In joint scientific efforts extending over twenty years, initially in collaboration with  J. C. Shaw at the RAND Corporation, and subsequentially with numerous faculty and student colleagues at Carnegie-Mellon University, Newell and co-recipient Herbert A. Simon made basic contributions to artificial intelligence, the psychology of human cognition, and list processing.",https://awards.acm.org/award-recipients/newell_3167755,https://dblp.org/pid/01/4946,https://scholar.google.com/citations?user=5WfqzjkAAAAJ,"Professor of Computer Science, Carnegie Mellon",Artificial Intelligence
67,Simon,Herbert A,1975,USA,"In joint scientific efforts extending over twenty years, initially in collaboration with  J. C. Shaw at the RAND Corporation, and subsequentially with numerous faculty and student collegues at Carnegie-Mellon University, Simon and co-recipient Allen Newell made basic contributions to artificial intelligence, the psychology of human cognition, and list processing.
 ",https://awards.acm.org/award-recipients/simon_1031467,https://dblp.org/pid/16/6065,https://scholar.google.com/citations?user=tk2qT34AAAAJ,Carnegie Mellon,
68,Knuth,Donald E,1974,USA,"For his major contributions to the analysis of algorithms and the design
 	of programming languages, and in particular for his contributions to the ""art of computer programming""
 	through his well-known books in a continuous series by this title.
 ",https://awards.acm.org/award-recipients/knuth_1013846,https://dblp.org/pid/k/DonaldEKnuth,https://scholar.google.com/citations?user=t0yrrzQAAAAJ,Stanford University,
69,Bachman,Charles W,1973,USA,For his outstanding contributions to database technology.,https://awards.acm.org/award-recipients/bachman_9385610,https://dblp.org/pid/91/5139,https://scholar.google.com/citations?user=SqR9pOYAAAAJ,Rochester Institute of Technology,Remote Sensing Radiative Transfer BRDF Coastal and Desert Environment Graph and Manifold Algorithms
70,Dijkstra,Edsger W,1972,Netherlands,"For fundamental contributions to programming as a high, intellectual challenge; for eloquent insistence and practical demonstration that programs should be composed correctly, not just debugged into correctness; for illuminating perception of problems at the foundations of program design.",https://awards.acm.org/award-recipients/dijkstra_1053701,https://dblp.org/pid/d/WEDijkstra,https://scholar.google.com/citations?user=g875mLgAAAAJ,The University of Texas at Austin,
71,McCarthy,John,1971,USA,"Dr. McCarthy's lecture ""The Present State of Research on Artificial Intelligence"" is a topic that covers the area in which he has achieved considerable recognition for his work.",https://awards.acm.org/award-recipients/mccarthy_1118322,https://dblp.org/pid/166/8026,https://scholar.google.com/citations?user=SuVID2wAAAAJ,"MIT, Stanford",Artificial Intelligence Programming Languages
72,Wilkinson,J. H.,1970,United Kingdom,"For his research in numerical analysis to facilitiate the use of the high-speed digital computer, having received special recognition for his work in computations in linear algebra and ""backward"" error analysis.",https://awards.acm.org/award-recipients/wilkinson_0671216,https://dblp.org/pid/244/2926,https://scholar.google.com/citations?user=cwbbYp8AAAAJ,National Physical Laboratory (deceased),Numerical Linear Algebra
73,Minsky,Marvin,1969,USA,"For his central role in creating, shaping, promoting, and advancing the field of Artificial Intelligence.",https://awards.acm.org/award-recipients/minsky_7440781,https://dblp.org/pid/m/MarvinMinsky,https://scholar.google.com/citations?user=g_7VKegAAAAJ,MIT,Artificial Intelligence Cognitive Psychology
74,Hamming,Richard W,1968,USA,"For his work on numerical methods, automatic coding systems, and error-detecting and error-correcting codes. ",https://awards.acm.org/award-recipients/hamming_1000652,https://dblp.org/pid/h/RWHamming,,,[]
75,Wilkes,Maurice V.,1967,United Kingdom,"Professor Wilkes is best known as the builder and designer of the EDSAC, the first computer with an internally stored program.  Built in 1949, the EDSAC used a mercury delay line memory.  He is also known as the author, with Wheeler and Gill, of a volume on ""Preparation of Programs for Electronic Digital Computers"" in 1951, in which program libraries were effectively introduced.",https://awards.acm.org/award-recipients/wilkes_1001395,https://dblp.org/pid/w/MauriceVWilkes,,,[]
76,Perlis,A. J.,1966,USA,For his influence in the area of advanced programming techniques and compiler construction.,https://awards.acm.org/award-recipients/perlis_0132439,https://dblp.org/pid/91/2329,https://scholar.google.com/citations?user=CTXoO1AAAAAJ,"AJ Perlis University Professor of Computer Science, Carnegie Mellon Univeristy",Software Engineering Software Architecture Software Design Self-Adaptive Systems
