roster,name,year,dblp_profile_quality,category,review_requested,reason,inspection_scope,acm_fellow_profile,dblp_profile,google_scholar_profile,acm_citation,dblp_name,dblp_person_information,captured_publication_count,matching_scholar_titles,scholar_sample_count,evidence_titles,dblp_fetched_at,dblp_capture_sha256,dblp_capture_path,acm_fetched_at,reviewed_at,rejected_dblp_profile,previous_category,previous_reason,resolved_at,previous_quality
acm_fellows.csv,Cliff Lampe,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/lampe_0157663,https://dblp.org/pid/81/2409,https://scholar.google.com/citations?user=aT8oqcoAAAAJ,"For contributions on social network systems, and outstanding leadership in the ACM SIGCHI community.",Cliff Lampe,"affiliation: University of Michigan, USA",102,15,20,"Towards Proactive Approaches to Combating Toxicity, Harassment, and Abuse in Online Social Spaces: A Collaborative Theory-Building Workshop. | The Global Impact of Generative AI on the HCI Landscape: International Perspectives on HCI Education, Industry Dynamics, and Funding Considerations. | Developing Sociotechnical Solutions to Mitigate New Harms in Immersive and Embodied Virtual Spaces: A Workshop at CHI 2025. | Combating Toxicity, Harassment, and Abuse in Online Social Spaces: A Workshop at CHI 2023. | SurveillanceCapitalism@CHI: Civil Conversation around a Difficult Topic. | Classification and Its Consequences for Online Harassment: Design Insights from HeartMob. | It's Creepy, But it Doesn't Bother Me. | Crowdsourcing civility: A natural experiment examining the effects of distributed moderation in online forums. | Favors from facebook friends: unpacking dimensions of social capital. | Understanding Facebook: Social Computing Isn't 'Just' Social. | Implementing social media in public sector organizations. | Coordinating the ordinary: social information uses of Facebook by adults. | Bowling online: social networking and social capital within the organization. | A face(book) in the crowd: social Searching vs. social browsing. | Follow the (slash) dot: effects of feedback on new members in an online community. | Slash(dot) and burn: distributed moderation in a large online conversation space.",2026-09-17T18:04:08Z,e73d94c8cd9fbf21098aee57b6337e0954c065b86f5632afe5b1a876c3196a09,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/9bdb644a4c8f9f05e00d5f65e36fe9df8d165b08b0ba3d799693daec9949248b-1789668248308209000.html,2026-09-13T15:36:25.372244+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Dana Randall,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/randall_8598344,https://dblp.org/pid/62/3610,https://scholar.google.com/citations?user=6wCEmNYAAAAJ,For contributions to the theory of Markov chains and Programmable Active Matter,Dana Randall,"affiliation: Georgia Institute of Technology, Atlanta, USA",107,14,20,Spanning Trees and Redistricting: New Methods for Sampling and Validation. | Slow Convergence of Ising and Spin Glass Models with Well-Separated Frustrated Vertices. | Adaptive collective responses to local stimuli in anonymous dynamic networks. | Mixing times of Markov chains for self-organizing lists and biased permutations. | Sampling biased monotonic surfaces using exponential metrics. | Phase Transitions in Random Dyadic Tilings and Rectangular Dissections. | Sampling Biased Monotonic Surfaces using Exponential Metrics. | A Markov Chain Algorithm for Compression in Self-Organizing Particle Systems. | Mixing Times of Markov Chains for Self-Organizing Lists and Biased Permutations. | Slow Mixing of Markov Chains Using Fault Lines and Fat Contours. | Disjoint Decomposition of Markov Chains and Sampling Circuits in Cayley Graphs. | Dynamic TCP Acknowledgment and Other Stories about e/(e-1). | Foreword. | Matchings in lattice graphs. | Self-Packing of Centrally Symmetric Convex Bodies in R 2 . | On the Periods of Some Graph Transformations.,2026-09-17T18:04:14Z,0fdef099f5d20fa481798373beb1145ba90b894a13f566620a92d487e12b24f2,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/1249759ff7869662de47e8ab1b5762c0b06449088661f0d86b37f9f618188dea-1789668255004089000.html,2026-09-13T15:36:32.050564+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Derek Dreyer,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/dreyer_5327374,https://dblp.org/pid/d/DerekDreyer,https://scholar.google.com/citations?user=1_c89uMAAAAJ,For contributions to the logical and semantic foundations of programming languages,Derek Dreyer,affiliation: Max Planck Institute for Software Systems,97,20,20,"Mode Crossing. | VerusBelt: A Semantic Foundation for Verus's Proof-Oriented Extensions to the Rust Type System. | Endangered by the Language But Saved by the Compiler: Robust Safety via Semantic Back-Translation. | A Logical Approach to Type Soundness. | Outcome Logic: A Unifying Foundation for Correctness and Incorrectness Reasoning. | Compass: strong and compositional library specifications in relaxed memory separation logic. | The high-level benefits of low-level sandboxing. | Strong Logic for Weak Memory: Reasoning About Release-Acquire Consistency in Iris (Artifact). | Lightweight verification of separate compilation. | Backpack: retrofitting Haskell with interfaces. | Logical relations for fine-grained concurrency. | Proceedings of TLDI 2011: 2011 ACM SIGPLAN International Workshop on Types in Languages Design and Implementation, Austin, TX, USA, January 25, 2011. | Recursive type generativity. | A type system for higher-order modules. | Typed compilation of recursive datatypes. | Two Heuristics for the Euclidean Steiner Tree Problem.",2026-09-17T18:04:21Z,8f50fcdbe4e70e0d920b5708a9adf4729491b092d55a4bca2bd3f766680311bc,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/54537718a96671ee84fce85b6ac7b65cb875395367014cd4b2a6c1057aded328-1789668262059151000.html,2026-09-13T15:36:38.406779+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Dhabaleswar K Panda,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/panda_3506292,https://dblp.org/pid/p/DhabaleswarKPanda,https://scholar.google.com/citations?user=7FXtL98AAAAJ,For contributions to high-performance and scalable communication in parallel and high-end computing systems.,Dhabaleswar K. Panda 0001,"affiliation: Ohio State University, Columbus, USA",646,20,20,"Characterizing Communication Patterns in Distributed Large Language Model Inference. | HAT-MPI: Hierarchical Auto Tuning of MPI Inter-Node Communication on InfiniBand Clusters. | From Skew to Symmetry: Node-Interconnect Multi-Path Balancing with Execution-time Planning for Modern GPU Clusters. | High Performance MPI over the Slingshot Interconnect. | BluesMPI: Efficient MPI Non-blocking Alltoall Offloading Designs on Modern BlueField Smart NICs. | SALaR: Scalable and Adaptive Designs for Large Message Reduction Collectives. | Enabling Performance Efficient Runtime Support for Hybrid MPI+UPC++ Programming Models. | Message from the general co-chairs IEEE ICPADS 2014. | Optimized Non-contiguous MPI Datatype Communication for GPU Clusters: Design, Implementation and Evaluation with MVAPICH2. | Designing an Efficient Kernel-Level and User-Level Hybrid Approach for MPI Intra-Node Communication on Multi-Core Systems. | Efficient Shared Memory and RDMA Based Design for MPI_Allgather over InfiniBand. | Designing Next Generation Clusters with Infiniband: Opportunities and Challenges. | Multidestination Message Passing in Wormhole k-ary n-cube Networks with Base Routing Conformed Paths. | OMP: a RISC-based multiprocessor using orthogonal-access memories and multiple spanning buses. | Optical arithmetic using high-radix symbolic substitution rules. | A Parallel-Serial Binary Arbitration Scheme for Collision-Free Multi-Access Techniques.",2026-09-17T18:04:29Z,65905131793e3adad1a5b0a036e42638f6231590bc925e1cfb5862af049a0158,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/8534c119722ffadb37bc927ac6c6d3825f278aab0bf2686ba0965fbd1b8d87fb-1789668270131483000.html,2026-09-13T15:36:44.940800+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Diane Joyce Cook,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/cook_3562958,https://dblp.org/pid/c/DianeJCook,https://scholar.google.com/citations?user=VpfWvTUAAAAJ,For contributions to machine learning and digital health,Diane J. Cook,"affiliation: Washington State University, Pullman, WA, USA",378,17,20,"Conformalized Uncertainty Regions for Machine Learning-Based Multiple Cognitive Health Measures from Smartwatch Sensor Data. | A Feature-Augmented Transformer Model to Recognize Functional Activities From in-the-Wild Smartwatch Data. | Clinician-in-the-Loop Smart Home System to Detect Urinary Tract Infection Flare-Ups via Uncertainty-Aware Decision Support. | CALDA: Improving Multi-Source Time Series Domain Adaptation with Contrastive Adversarial Learning. | A survey of methods for time series change point detection. | Transfer Learning across Feature-Rich Heterogeneous Feature Spaces via Feature-Space Remapping (FSR). | wRACOG: A Gibbs Sampling-Based Oversampling Technique. | Activity knowledge transfer in smart environments. | First IEEE International Workshop on Smart Environments SmartE 2010: Message from the workshop chairs. | The Integraton of Graph-Based Knowledge Discovery with Image Segmentation Hierarchies for Data Analysis, Data Mining and Knowledge Discovery. | Learning from Examples in a Single Graph. | Part Routing in an Automated Manufacturing System. | Integrating Machine Learning in Parallel Heuristic Search. | Application of Parallelized Analogical Planning to Engineering Design. | Accelerated learning on the connection machine. | ORPHEUS: A Music Notation Program.",2026-09-17T18:04:38Z,76474ede6ad23aeda98775dccc3299f6d9535293f9583871b49018e5abddf89f,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/589d639c41ce3cc0ce700275cef6260c790156267be594470c88f9fe7d1ada20-1789668278541007000.html,2026-09-13T15:36:51.368230+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Edward J Delp,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/delp_4732418,https://dblp.org/pid/d/EdwardJDelp,https://scholar.google.com/citations?user=qxs5pc4AAAAJ,"For Contributions to Multimedia Security, Image and Video Compression, and Image-Based Dietary Assessment",Edward J. Delp,"affiliation: Purdue University, West Lafayette, IN, USA",587,16,20,Inference-Time Mitigation of Adversarial Political Bias in Large Language Models. | Lessons From Two Roundtables on Artificial Intelligence and Signal Processing Education: Addressing the emergence of a new era and a new discipline [Special Issue on Artificial Intelligence for Education: A Signal Processing Perspective]. | DiffSSD: A Diffusion-Based Dataset For Speech Forensics. | DSVAE: Interpretable Disentangled Representation for Synthetic Speech Detection. | 2D Label Free Microscopy Imaging Analysis Using Machine Learning. | Estimating Plant Centers Using A Deep Binary Classifier. | Temporal Drift Correction of Residues for Perceptually Based Video Compression. | An Extreme Learning Machine-based pedestrian detection method. | An Overview of the Technology Assisted Dietary Assessment Project at Purdue University. | Channel model and operational capacity analysis of printed text documents. | Detection of unique people in news programs using multimodal shot clustering. | MPEG-4 simple profile transcoder for low-data-rate wireless applications. | Video and image systems engineering education for the 21st century. | Automatic visual inspection of solder joints. | Image data compression using autoregressive time series models. | Image Compression Using Block Truncation Coding.,2026-09-17T18:04:46Z,70bef0282dd5867320e075e4ba4c4480ffa489bacacd6d23927a69a55dedebb9,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/ab968f6b08cf5d1fc9b4c8b51af5d183795d043e9e6bca32b590bee855157cee-1789668287166503000.html,2026-09-13T15:36:57.696900+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Falko Dressler,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/dressler_CR75375,https://dblp.org/pid/d/FalkoDressler,https://scholar.google.com/citations?user=sK8213AAAAAJ,For contributions to foundations of self-organization in wireless communication protocols in IoT and vehicular applications,Falko Dressler,"affiliation: TU Berlin, Department of Telecommunication Systems, Germany affiliation (former): University of Paderborn, Heinz Nixdorf Institute, Germany affiliation (former): University of Innsbruck, Austria",599,19,20,Asynchronous 2-layer full-duplex cooperative RSMA with imperfect channel state information and imperfect successive interference cancellation. | Redundancy in WiFi 7: Combining multi-link operation with IEEE 802.1CB FRER. | Exhaled Breath Analysis Through the Lens of Molecular Communication: A Survey. | Wi-Fi Ranging under Interference. | QL-Based Adaptive Transceivers for the IoBNT Communications. | Reinforcement Learning-Based Receiver for Molecular Communication with Mobility. | Encrypted Traffic Detection: Beyond the Port Number Era. | BLOWN: A Blockchain Protocol for Single-Hop Wireless Networks under Adversarial SINR. | Modeling Cycling Behavior to Improve Bicyclists' Safety at Intersections - A Networking Perspective. | Enabling Situation Awareness at Intersections for IVC Congestion Control Mechanisms. | A networking perspective on self-organizing intersection management. | An overlay network for integration of WSNs in federated stream-processing environments. | P2P-based routing and data management using the virtual cord protocol (VCP). | Echtzeit-Datenverkehr über IP-basierte Datennetze. | Routing mit QoS-Eigenschaften unter LINUX. | Untersuchung von Dienstqualitäten bei echtzeitorientierten multimedialen Datenübertragungen.,2026-09-17T18:04:55Z,eee26cf1d7f7d8d139c2b1e24710abaf29614824622380f353cecde569835485,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/2ccca4e2fa4622fa91f1ba084db11fd8ba4c4e0a13c97dd92e79ed065ed03e2b-1789668295579909000.html,2026-09-13T15:37:03.669984+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Fatma Ozcan,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/ozcan_5014857,https://dblp.org/pid/o/FatmaOzcan,https://scholar.google.com/citations?user=JzoifEMAAAAJ,For contributions to the field of scalable data management systems,Fatma Özcan 0001,affiliation: Systems Research@Google affiliation (former): IBM Research,148,18,20,"Letter from the Special Issue Editor. | Architecting the AI-Powered Agentic Data Cloud. | PRISM: Navigating Cost-Accuracy Trade-offs for NL2SQL. | Is Long Context All You Need? Leveraging LLM's Extended Context for NL2SQL. | CardBench: A Benchmark for Learned Cardinality Estimation in Relational Databases. | Front Matter. | MEDTO: Medical Data to Ontology Matching Using Hybrid Graph Neural Networks. | Property Graph Schema Optimization for Domain-Specific Knowledge Graphs. | Panel: Knowledge Graph Industry Applications. | Building a Hybrid Warehouse: Efficient Joins between Data Stored in HDFS and Enterprise Warehouse. | A platform for eXtreme Analytics. | SEDA: a system for search, exploration, discovery, and analysis of XML Data. | Partitioning Activities for Agents. | METU Interoperable Database System. | A Region Based Query Optimizer Through Cascades Query Optimizer Framework. | METU Interoperable Database System.",2026-09-17T18:05:02Z,d7cf52357d3402df59d5a13f2c29dfa5384893a15c1fb084b212178c105169aa,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/c12f0b9737c960ba74cea903d21a16d2dc749f63e951914ed84a8daabc196ebc-1789668302915431000.html,2026-09-13T15:37:11.220620+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Feng Zhao,2024,N,identity_mismatch,Y,Feng-Da Zhao and an EEG emotion-recognition paper do not identify the networked-sensing Fellow Feng Zhao.,Individual comparison of ACM context and newest/middle/oldest DBLP titles; flagged cases additionally inspected across the bibliography and metadata. Curated profile-level decision and retained rationale.,https://awards.acm.org/award-recipients/zhao_3018413,https://dblp.org/pid/332/5648,https://scholar.google.com/citations?user=4C46Y8EAAAAJ,For contributions to the theories and practices of networked embedded sensing and Internet of Things,Feng-Da Zhao,,1,0,20,EEG emotion recognition based on TQWT-features and hybrid convolutional recurrent neural network.,2026-09-17T18:05:10Z,e1ce422ac70a763e4574e3ddc39e2086a7198cee71bfa865ac31f17457c55f34,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/724dc0393fe20346b8cff1e0a6ee1dc5c2186a6a07f6103cd828050cd7e21d4f-1789668310375530000.html,2026-09-13T15:37:17.866327+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Fred Chong,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/chong_UK34364,https://dblp.org/pid/c/FTChong,https://scholar.google.com/citations?user=U6OVPVMAAAAJ,"For contributions to quantum computer architecture, compilation and optimization",Fred Chong,"affiliation: University of Chicago, IL, USA affiliation: University of California, Santa Barbara, CA, USA",279,19,20,qSIEVE: Efficient qLDPC Memory via Systolic Movement in Atom Arrays. | PropHunt: Automated Optimization of Quantum Syndrome Measurement Circuits. | TraceQ: Trace-Based Reconstruction of Quantum Circuit Dataflow in Surface-Code Fault-Tolerant Quantum Computing. | Quantifying the Limits of Classical Machine Learning Models Using Contextuality. | Superstaq: Deep Optimization of Quantum Programs. | Communication Trade Offs in Intermediate Qudit Circuits. | Orchestrated trios: compiling for efficient communication in Quantum programs with 3-Qubit gates. | Baldur: A Power-Efficient and Scalable Network Using All-Optical Switches. | Noise-Adaptive Compiler Mappings for Noisy Intermediate-Scale Quantum Computers. | Impact of Future Technologies on Architecture. | Power-Aware Resource Allocation for CPU- and Memory-Intense Internet Services. | Exploring the Processor and ISA Design for Wireless Sensor Network Applications. | Synchroscalar: Initial Lessons in Power-Aware Design of a Tile-Based Embedded Architecture. | Packaging and Multiplexing of Hierarchical Scalable Expanders. | Scalable expanders: exploiting hierarchical random wiring. | Design and Performance of Multipath MIN Architectures.,2026-09-17T18:05:17Z,07512a0b9587d1447650a216e5963e136e93d33e68e26aef6a941adc26599da1,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/7933b81c871150451484748f8c975f4382a99ae07ec70260f2c843317360266e-1789668318060987000.html,2026-09-13T15:37:23.594829+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Guoliang Li,2024,N,substantial_contamination,Y,"The unnumbered Guoliang Li bibliography combines medical segmentation, circuits, photonics and other work; the Tsinghua database researcher is separately listed as a homonym.",Individual comparison of ACM context and newest/middle/oldest DBLP titles; flagged cases additionally inspected across the bibliography and metadata. Curated profile-level decision and retained rationale.,https://awards.acm.org/award-recipients/li_1339839,https://dblp.org/pid/181/2628,https://scholar.google.com/citations?user=Pi89P8kAAAAJ,For contribution to human-in-the-loop data integration and learning-based database systems.,Guoliang Li,,127,0,20,PE-YOLO: An efficient segmentation algorithm for surgical instruments in percutaneous spinal endoscopic surgery. | Automatic system calibration for orthognathic robot system. | BASSM: Blur-aware selective state space model for non-uniform motion deblurring in percutaneous spinal endoscopy. | Direct Contact-Tolerant Motion Planning With Vision Language Models. | Experimental Study of the Stability of an Automated Optical Tower Measurement System. | Opportunistic Collaborative Planning with Large Vision Model Guided Control and Joint Query-Service Optimization. | DDGformer: Direction- and distance-aware graph transformer for traffic flow prediction. | Mind the Context: Attention-Guided Weak-to-Strong Consistency for Enhanced Semi-Supervised Medical Image Segmentation. | Multi-layer Perceptron Based TDLAS Temperature Imaging Network. | Accelerating Edge Intelligence via Integrated Sensing and Communication. | Hierarchical Temperature Imaging Using Pseudo-Inversed Convolutional Neural Network Aided TDLAS Tomography. | A Research on Algorithm for Precise Positioning of Partial Discharge in High Voltage Switchgear Considering Variation Characteristics of Temperature Field. | An Enhanced Histogram of Oriented Gradients for Pedestrian Detection. | Optimal parameter design of input filters for general purpose inverter based on genetic algorithm. | A Test Data Compression Method for System-on-a-Chip. | A 10Gb/s photonic modulator and WDM MUX/DEMUX integrated with electronics in 0.13µm SOI CMOS.,2026-09-17T18:05:25Z,e3595b2aa9ac8e7c70246843a8ce93271891e6be0722d7fbd5084167b5e40527,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/f5c4451c95b55638a2ef2a7aa4aa5ced5de7b8736c39e9d574f1de42b0888f37-1789668325624220000.html,2026-09-13T15:37:30.925213+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Guoliang Xing,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/xing_2750077,https://dblp.org/pid/63/4542,https://scholar.google.com/citations?user=kI5JKs8AAAAJ,For contributions to embedded AI and mobile computing systems,Guoliang Xing,"affiliation: The Chinese University of Hong Kong affiliation (former): Michigan State University, East Lansing, MI, USA",326,20,20,CoHear: Conversation Enhancement via Multi-earphone Collaboration. | AquaScan: A Sonar-based Underwater Sensing System for Human Activity Monitoring. | Embodied mmWave Spotlight: How Stripped-Down mmWave Radars Finally Made Egocentric 3D Human Mesh Reconstruction Practical. | SensorMCP: A Model Context Protocol Server for Custom Sensor Tool Creation. | Demo: 𝛼LiDAR: An Adaptive High-Resolution Panoramic LiDAR System. | Mozart: A Mobile ToF System for Sensing in the Dark through Phase Manipulation. | Moses: Efficient Exploitation of Cross-device Transferable Features for Tensor Program Optimization. | Poster: A Robust Method for Heart Rate Estimation Using Wrist-type PPG Signals. | Monitoring Aquatic Debris Using Smartphone-Based Robots. | Poster: Towards reducing smartphone application delay through read/write isolation. | ASM: Adaptive Voice Stream Multicast over Low-Power Wireless Networks. | Real-time data aggregation in contention-based wireless sensor networks. | Data fusion improves the coverage of wireless sensor networks. | Middleware Specialization for Memory-Constrained Networked Embedded Systems. | MobiQuery: a spatiotemporal data service for sensor networks. | Integrated coverage and connectivity configuration in wireless sensor networks.,2026-09-17T18:05:33Z,d2c7b309722497df3459871b35ac63802318eaaf6fb62871570fc77c74ef79c7,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/306b147339ae502065aa0fdccf4a8b2dfe09e0624475179f74fe18d525122b15-1789668333724336000.html,2026-09-13T15:37:36.968148+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Haixun Wang,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Scholar-title corroboration plus individual review of lexical topic-screen candidates against ACM context.,https://awards.acm.org/award-recipients/wang_5236294,https://dblp.org/pid/w/HaixunWang,https://scholar.google.com/citations?user=Q1mcglAAAAAJ,For contributions to graph-based systems and their application to text understanding.,Haixun Wang,"affiliation: Instacart affiliation (former): Google affiliation (former): University of California, Los Angeles, USA",323,19,20,Letter from the Editor-in-Chief. | Document-to-Database: Extraction Meets Relational Semantics. | Bi-level Hierarchical Neural Contextual Bandits for Online Recommendation. | Letter from the Editor-in-Chief. | Letter from the Editor-in-Chief. | Proxies for Shortest Path and Distance Queries. | Semantic Multidimensional Scaling for Open-Domain Sentiment Analysis. | Computing term similarity by large probabilistic isA knowledge. | Efficient Subgraph Similarity Search on Large Probabilistic Graph Databases. | Computing label-constraint reachability in graph databases. | Efficiently answering reachability queries on very large directed graphs. | Preference-Based Frequent Pattern Mining. | ATLaS: A Native Extension of SQL for Data Mining. | User-Defined Aggregates for Datamining. | Logic-Based User-Defined Aggregates for the Next Generation of Database Systems. | User Defined Aggregates for Logical Data Languages.,2026-09-17T18:05:40Z,0a499c34a5c4f4d11cacc3160e1849bd85645a4c0366a1cdd1ee06b228251402,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/1f678c29ce6ce5c56d555dd361b676d5a5e07f237b45d3708af5645598f2e518-1789668341094679000.html,2026-09-13T15:37:43.144404+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Irwin King,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/king_4675294,https://dblp.org/pid/k/IrwinKing,https://scholar.google.com/citations?user=MXvC7tkAAAAJ,For contributions to the theory and applications of machine learning in social computing,Irwin King,affiliation: Chinese University of Hong Kong,729,20,20,"Pedagogy first, technology second: Cross-level relationships between teacher professional knowledge and student learning in artificial intelligence (AI) education. | Longitudinal relationships between student ethical considerations, behavioral intention, and perceived knowledge in artificial intelligence education. | Predicting drug responses of unseen cell types through transfer learning with foundation models. | Astra: Efficient Transformer Architecture and Contrastive Dynamics Learning for Embodied Instruction Following. | An Entropy-based Text Watermarking Detection Method. | Large Language Models as Source Planner for Personalized Knowledge-grounded Dialogues. | Graph-adaptive Rectified Linear Unit for Graph Neural Networks. | Flow2Stereo: Effective Self-Supervised Learning of Optical Flow and Stereo Matching. | Architecture Search for Image Inpainting. | Semantically Consistent Image Completion with Fine-grained Details. | Mining Web Graphs for Recommendations. | Managing knowledge on the Web - Extracting ontology from HTML Web. | A probabilistic cooperative-competitive hierarchical model for global optimization. | Report on the Computer Strategy-Game Programming Workshop. | Least Mean Square Error Reconstruction Learning in Recurrent Network. | Three neural models which process temporal information.",2026-09-17T18:05:48Z,d53ab9175b55cbc0a6fac2d4246fb3caccd3f48d4688128d14e29bc42b3b5962,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/596a1df5f4e2dde5e4cdeb034383a2d171dff9fa3904138f9861c4ce5dbb600e-1789668348626633000.html,2026-09-13T15:37:49.193390+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
acm_fellows.csv,Jeffrey Michael Heer,2024,Y,reasonable_profile,N,The reviewed identity and publication evidence is consistent with the ACM-recognized research or service; no substantial conflict or obvious incompleteness was established.,Prior ACM-grounded identity/publication review plus automated DBLP metadata and title corroboration.,https://awards.acm.org/award-recipients/heer_1520709,https://dblp.org/pid/27/4508,https://scholar.google.com/citations?user=vlgs4G4AAAAJ,"For contributions to information visualization, human-centered data science, and interactive machine learning.",Jeffrey Heer,"affiliation: University of Washington, Seattle, WA, USA award: ACM Grace Murray Hopper Award, 2016",215,20,20,Data Augmentation for Visualization Design Knowledge Bases. | Mosaic Selections: Managing and Optimizing User Selections for Scalable Data Visualization Systems. | Crossing the Chasm: Bridging Visual Augmentations and Designer Intent. | Mosaic Selections: Managing and Optimizing User Selections for Scalable Data Visualization Systems. | ScatterShot: Interactive In-context Example Curation for Text Transformation. | Gemini: A Grammar and Recommender System for Animated Transitions in Statistical Graphics. | Latent Space Cartography: Visual Analysis of Vector Space Embeddings. | Extracting and Retargeting Color Mappings from Bitmap Images of Visualizations. | Reactive Vega: A Streaming Dataflow Architecture for Declarative Interactive Visualization. | The Effects of Interactive Latency on Exploratory Visual Analysis. | GraphPrism: compact visualization of network structure. | Peripheral paced respiration: influencing user physiology during information work. | Animated Transitions in Statistical Data Graphics. | Separating the swarm: categorization methods for user sessions on the web. | LumberJack: Intelligent Discovery and Analysis of Web User Traffic Composition. | WebQuilt: A proxy-based approach to remote web usability testing.,2026-09-17T18:05:57Z,4c8d0442dd1a6d9076411251c300e1e03bcb11846e39ceae6f7783f445e530ee,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/47c6b6a96ff1623f91f84e5ed0e1ce070a097fd2ee3a9eb02800b09bdaa536ac-1789668357217499000.html,2026-09-13T15:37:54.963638+00:00,2026-09-17T21:50:15.757532-04:00,,,,,
