title,authors,year,abstract,ss_id
Reverse Path Forwarding of Broadcast Packets,"[{'name': 'Yogen K. Dalal', 'dblp_profile': 'https://dblp.org/pid/42/1261.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1978,"A broadcast packet is for delivery to all nodes of a network. Algorithms for accomplishing this delivery through a store-and-forward packet switching computer network include (1) transmission of separately addressed packets, (2) multidestination addressing, (3) hot potato forwarding, (4) spanning tree forwarding, and (5) source based forwarding. To this list of algorithms we add (6) reverse path forwarding, a broadcast routing method which exploits routing procedures and data structures already available for packet switching. Reverse path forwarding is a practical algorithm for broadcast routing in store-and-forward packet switching computer networks. The algorithm is described as being practical because it is not optimal according to metrics developed for its analysis in this paper, and also because it can be implemented in existing networks with less complexity than that required for the known alternatives.",e97deebb3a44515b93b2cfb1d22f13646b61c22e
Fibernet: Multimode Optical Fibers for Local Computer Networks,"[{'name': 'Eric G. Rawson', 'dblp_profile': 'https://dblp.org/pid/259/3298.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1978,"Local computer networks which communicate over copper conductors have been developed both to promote resource sharing and provide increased performance. Such networks typically operate at bandwidth-length ( Bw \circ L ) products up to a few MHz \circ km . In this paper we consider the use of fiber optics in such networks, and give a status report on a star-configured fiber optic network experiment called Fibernet which operates at a Bw \circ L product of \sim 100 MHz\circ km at a data rate of 150 Mbits/s and which in its final phases will connect up to 19 stations. We compare the merits and problems of linear, ring and several star configurations, and of active versus passive networks. The packet communication protocol is discussed and network efficiency is calculated as a function of the packet length, channel capacity and network propagation time. We describe the system performance of the present Fibernet experiment, which uses a 19-port transmissive star coupler, GaAIAs injection lasers and avalanche photodiodes, and incorporates bi-phase data encoding. Power distribution inhomogeneities, observed in the output of the transmissive star coupler's mixer rod, are explained geometric-optically.",7bb422b36cafe359a060a3a695dbb34da81829c5
Ethernet: Distributed Packet Switching for Local Computer Networks,"[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'David R. Boggs', 'dblp_profile': 'https://dblp.org/pid/98/5887.html'}]",1976,,23099ad0212bf295683189eb569c7e7adc5d05ac
Ethernet: Distributed Packet Switching for Local Computer Networks,"[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1976,,23099ad0212bf295683189eb569c7e7adc5d05ac
Steady-state analysis of a slotted and controlled Aloha system with blocking,"[{'name': 'Bob Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1975,"We assume the reader is somewhat familiar with the ongoingdevelopment of Aloha techniques as described briefly in Abramson'sFJCC 7 0 paper and Roberts's SJCC72 paper. In short, an Alohasystem permits the (hopefully) occasional interference of datapacket transmissions in a multi-access channel and provides for theretransmission of lost packets after some randomly distributedinterval. The purposes behind permitting interference and providingrecovery are (1) reduced central communication control to improvereliability and (2) improved use of communication facilites underbursty loads as found in interactive computer communication. Alohatechniques are finding applicability in various communicationcontexts (e.g., satellites), but here the emphasis is onlarge populations of (potentially mobile) interactiveterminals.
Slotted. In a slotted Aloha system, all terminalsbegin their packet (re)transmissions at the ' tick of some globalclock. Slotting has been advocated by Roberts as a simple way toimprove the limiting thruput of an Aloha channel by a factor of 2.Global ticking can be implemented in a (hopefully positive) numberof ways and its feasibility is assumed in this paper. We rely onslotting to simplify our analysis, but suggest that the stabilityand control phenomena studied are characteristic of Aloha systemsin general.
Controlled. The notion of an optimal retransmission delaywas introduced by Roberts. We extend the notion to include dynamiccontrol of retransmission delay. A controlled Aloha systemhas the property that its terminals adjust their retransmissionbehavior as a function of perceived channel utilization. It will beshown that such adjustments are implementable in at least one wayand that they improve system performance under heavy loads.
Blocking and Thinking. When a user's terminal has a readypacket, it is assumed that no new packets can be generated. Theuser is said to be blocked. When a user is not blocked, heis said to be thinking. This assumption about user behaviordeparts from Abramson 's analysis and is thought to produce morerealistic solutions. Recall that Abramson (in FJCC70) modelledusers as unperturbable, realtime, Poisson sources of new packets.By adding blocking to an Aloha model, transmission delays feed back(as in real life) on the generation of transmission requests. Usersessions are said to be dilated by transmissions delays.
It is intended that think time account for (1) delays incentral system response, (2) return transmission delays, (3) realuser thinking time, and (4) type-in time. Block timeaccounts only for delays due to transmissions through themulti-access channel.
The following analysis rests on some (very) simplifyingassumptions about an Aloha system in equilibrium, in steady state.While having a large population of users tends to support oursteady-state arguments, the dynamics do indeed require moredetailed investigation.",32d7be7aa82746df8437ad5424eeb831fae3e37e
"""The stockings were hung by the chimney with care""","[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1973,"Rating: Explicit Archive Warning: No Archive Warnings Apply Category: F/M Fandom: Harry Potter J. K. Rowling Relationship: Harry Potter/Ginny Weasley Character: Harry Potter, Ginny Weasley Additional Tags: One-Shot, Erotica, Het, PWP, Romance, Bondage, canon compilant, Gags, Magic, Making Love, slow seduction, Wall Sex, year written: 2008 Collections: The Quidditch Pitch Stats: Published: 2010-09-23 Words: 1506",563b5c80ac2ccf295c394ee21d301073d5313658
An Experimental Service for Adaptable Data Reconfiguration,"[{'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}]",1972,"The ARPA computer network (ARPANET) is a nationwide network of diverse autonomous computers connected via a message-switching store-and-forward communications subnet using leased wide-band (50-kbit/s) telephone lines. A primary objective of the ARPANET is to share preexisting programs and data. Many of the difficulties of using remotely generated programs and data are found to be simple format incompatibilities requiring data manipulations like character set conversion, header prefacing and stripping, packing and unpacking of repeated data, generating counters and flags, and field transposition. The data reconfiguration service (DRS) is an attempt to provide a convenient way of performing these data manipulations in order to mediate between superficially incompatible data streams connecting existing programs in the ARPANET. Desiring to match two incompatible input-output streams, an applications programmer specifies a data stream transformation (called a form) written in the data reconfiguration language (DRL). Associating the appropriate form name with the connection between his two programs, the programmer causes the DRS to follow his instructions on how the specified data streams are to be manipulated in the communication required to make the two programs cooperate over the ARPANET. Components of the DRS include the specification of its special-purpose data reconfiguration language, a form compiler to translate forms into fast-running transformation programs, an interpreter to perform high-speed data transformations at application program run time, and a standard set of ARPANET protocols for the routine handling of connections and form specifications between operating systems.",ac17e18497f42b8a5364fd37410ad128bc94e745
Strategies for operating systems in computer networks,"[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1972,,51b3e1981a3ae18a34dd7d24e1246edb955731d2
Function-oriented protocols for the ARPA computer network,"[{'name': 'Stephen D. Crocker', 'dblp_profile': 'https://dblp.org/pid/96/6480.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Jonathan B. Postel', 'dblp_profile': 'https://dblp.org/pid/20/5344.html'}]",1972,"Much has been said about the mechanics of the ARPA Computer Network (ARPANET) and especially about the organization of its communications subnet. Until recently the main effort has gone into the implementation of an ARPANET user-level communications interface. Operating just above the communications subnet in ARPANET HOST Computers, this ARPANET interface is intended to serve as a foundation for the organization of function-oriented communications. See Figures 1 and 2 for our view of a computer system and the scheme for user-level process-to-process communications. It is now appropriate to review the development of protocols which have been constructed to promote particular substantive uses of the ARPANET, namely function-oriented protocols.",4a770c0c82370fecd1d7f20ea3b7c762c11dcb00
"The Data Reconfiguration Service - an experiment in adaptable, process/process communication","[{'name': 'Robert H. Anderson', 'dblp_profile': 'https://dblp.org/pid/77/728.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'James Madden', 'dblp_profile': 'https://dblp.org/pid/208/6819.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Arie Shoshani', 'dblp_profile': 'https://dblp.org/pid/s/ArieShoshani.html'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}, {'name': 'David C. M. Wood', 'dblp_profile': 'https://dblp.org/pid/06/1330.html'}]",1971,,
Some historic moments in networking,"[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1971,,eee0077dcc6f2cb444ee7ff78012845f4a3c4809
Status report on proposed Data Reconfiguration Service,"[{'name': 'Robert H. Anderson', 'dblp_profile': 'https://dblp.org/pid/77/728.html'}, {'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'James Madden', 'dblp_profile': 'https://dblp.org/pid/208/6819.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Arie Shoshani', 'dblp_profile': 'https://dblp.org/pid/s/ArieShoshani.html'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}, {'name': 'David C. M. Wood', 'dblp_profile': 'https://dblp.org/pid/06/1330.html'}]",1971,,1c88e414aae9033400d4f6264684e8aded1e399f
Data Reconfiguration Service: An implementation specification,"[{'name': 'Robert H. Anderson', 'dblp_profile': 'https://dblp.org/pid/77/728.html'}, {'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'James Madden', 'dblp_profile': 'https://dblp.org/pid/208/6819.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Arie Shoshani', 'dblp_profile': 'https://dblp.org/pid/s/ArieShoshani.html'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}, {'name': 'David C. M. Wood', 'dblp_profile': 'https://dblp.org/pid/06/1330.html'}]",1971,,00d1268e3159d98a09095fcb86c01ae5ff535572
Socket conventions reconsidered,"[{'name': 'Abhay K. Bhushan', 'dblp_profile': 'https://dblp.org/pid/69/1841.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Joel M. Winett', 'dblp_profile': 'https://dblp.org/pid/181/6341.html'}]",1971,,28631b278a9eaa0ca929a8f8c4e9ae4d9a22b4e4
"Comments on ""Byte size for connections""","[{'name': 'Abhay K. Bhushan', 'dblp_profile': 'https://dblp.org/pid/69/1841.html'}, {'name': 'Raj Kanodia', 'dblp_profile': 'https://dblp.org/pid/208/7306.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Jonathan B. Postel', 'dblp_profile': 'https://dblp.org/pid/20/5344.html'}]",1971,,53075ffc8a0e2d085c98822111ab933850e1dc32
The Data Reconfiguration Service - Compiler/Interpreter Implementation Notes,"[{'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Bob Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}]",1971,,
Subject: System programmer's workshop,"[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1971,,
Standardization of host call letters,"[{'name': 'Abhay K. Bhushan', 'dblp_profile': 'https://dblp.org/pid/69/1841.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1971,,b44899cf6210654789d95c4a669008c35e8adb81
Connectivity,"[{'name': 'Robert Melancton Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",2023,"The most important new fact about the human condition is that we are now suddenly connected. When I say “suddenly” I refer to the Internet’s birthday, October 29, 1969 and how two thirds of the human race, five billion people, are already on the Internet, in only 50 years. Suddenly. The Arpanet started the Internet in 1969 by networking time-shared minicomputers serving dumb character terminals. Then in 1973 Xerox Palo Alto Research Center (PARC) decided to put a personal computer on every desk. Ethernet was invented on May 22, 1973 to provide local connectivity among those PCs, one on every desk, if you can imagine that. The PARC Ethernet was formed by combining Jerrold coaxial vampire taps, Manchester on-off keying, and Alohanet randomized retransmissions. Then we wrapped it in internet protocols according to a layered reference model. Then we standardized it all: Ethernet, IP, TCP, TELNET, FTP, Mail, URL, HTML, HTTP. Ethernet evolved rapidly away from its Jerrold-Manchester-Alohanet prototype. Ethernet’s legacy is instead packets to the desktop, abundance of bandwidth, and standardization. Come hear all about it. GPT is writing my lecture now.",7d6b229d69225d1878e7c2783d2476ca44aabf20
Ethervation: Innovation of and on the Ethernet platform,"[{'name': 'Bob Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",2015,"Innovation sometimes advances in leaps and bounds when robust “platforms” appear. Ethernet's story going back 42 years involves two robust platforms: CMOS according to Moore's Law and TCP/IP/Ethernet according to, well OK yes, Metcalfe's Law. Ethernet began as a Local Computer Network (later LAN) in 1973. Back then it ran at 2.94Mbps and coaxially connected PCs in a building. Now it runs up to 100Gbps in the LAN, has returned to its Alohanet wireless roots as Wi-Fi, and is moving down to serve the coming Internet of Things. Ethernet platform innovation is paced by semiconductors. But then there are the many innovations that have taken place on top of the evolving Ethernet platform. The TCP/IP/Ethernet Internet has gone web, video, mobile, social, cloud, embedded - from mainframes to minicomputers to workstations to PCs to cellphones to things. Some of this innovation can be attributed to the venerable Ethernet business model, which is based on packet switching, de jure standards (IEEE), owned implementations, fierce competition, interoperability, rapid evolution, backward compatibility, build it and they will come. Ethernet is the answer; what is the question?",2afb618616578f9b5ebf54be4b1bd8fcb9f9dcd0
Metcalfe's Law after 40 Years of Ethernet,"[{'name': 'Bob Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",2013,"Critics have declared Metcalfe's law, which states that the value of a network grows as the square of the number of its users, a gross overestimation of the network effect, but nobody has tested th...",567f9f87e8e16a1521600e1b9c0160591afb103a
Innovation and Obstacles: The Future of Computing,"[{'name': 'David D. Clark', 'dblp_profile': 'https://dblp.org/pid/c/DavidDClark.html'}, {'name': 'Edward A. Feigenbaum', 'dblp_profile': 'https://dblp.org/pid/f/EdwardAFeigenbaum.html'}, {'name': 'Donald P. Greenberg', 'dblp_profile': 'https://dblp.org/pid/g/DonaldPGreenberg.html'}, {'name': 'Juris Hartmanis', 'dblp_profile': 'https://dblp.org/pid/84/5656.html'}, {'name': 'Robert W. Lucky', 'dblp_profile': 'https://dblp.org/pid/41/4364.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Raj Reddy', 'dblp_profile': 'https://dblp.org/pid/r/RajReddy.html'}, {'name': 'Mary Shaw', 'dblp_profile': 'https://dblp.org/pid/93/5634.html'}, {'name': 'William A. Wulf', 'dblp_profile': 'https://dblp.org/pid/w/WilliamAWulf.html'}]",1998,"In this multidisciplinary glimpse forward, some of this decade's key players offer opinions on a range of topics- from what has driven progress, to where innovation will come from and to obstacles we have yet to overcome. In this excerpt from ""Visions for the Future of the Fields,"" a panel discussion held at the 10th anniversary of the US Computer Science and Telecommunications Board, experts identify critical issues for various aspects of computing. In the accompanying sidebars, some of the same experts elaborate on points in the panel discussion in mini-essays: David Clark, CSTB chairman, looks at the changes needed, as computing science research comes of age. The current context of computer science, Clark states, is shaped by past successes and chronic trouble spots. Mary Shaw, Carnegie Mellon University, examines challenges for software system designers. Shaw states that disintermediation-the direct connection of users and their software-has created new problems for software system designers. Robert Lucky, Bellcore, looks at IP dial tone, a new infrastructure for the Internet. Lucky states that data traffic will soon eclipse voice traffic, portending not just a revolution in technology but in the very basis of telecommunications economics. Donald Greenberg, Cornell University, rounds out the essays with an outlook on computer graphics. Greenberg states that by 2025 we will have the technology to produce realistic real-time images at resolutions up to or beyond the limits of our visual perception.Finally, in an interview with William Wulf, president of the US National Academy of Engineering, Computer explores the roots of innovation and the broader societal aspects that will ultimately drive innovation in the near term.",e18e3cedbbbfbf371e5564b14b74506adda68b17
"What's Wrong with the Internet (It's the Economy, ...), Interview","[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1997,,
Panel 3 How Should Information be Priced? Winning Strategies for the Digital Economy,"[{'name': 'Yannis Bakos', 'dblp_profile': 'https://dblp.org/pid/60/205.html'}, {'name': 'Erik Brynjolfsson', 'dblp_profile': 'https://dblp.org/pid/b/EBrynjolfsson.html'}, {'name': 'Bob Massey', 'dblp_profile': 'https://dblp.org/pid/37/11137.html'}, {'name': 'Bob Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Hal R. Varian', 'dblp_profile': 'https://dblp.org/pid/45/1733.html'}]",1996,,b44298254d3e0da04e41c3658d2fd16973380a70
Computer/Network Interface Design: Lessons from Arpanet and Ethernet,"[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1993,"The author's involvement in developing Arpanet and Ethernet computer network interfaces is described. The lessons learned in designing and implementing Arpanet in 1969 and Ethernet in 1989 are discussed. It is argued that some of the more general lessons are likely to be applicable to interfaces operating on up to a terabit, petabit, or perhaps even an exabit per second. >",f2f9a1f2a3e58e50a7017d0dda6d6a4f5f39f29b
Ethernet: Distributed Packet Switching for Local Computer Networks (Reprint),"[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'David R. Boggs', 'dblp_profile': 'https://dblp.org/pid/98/5887.html'}]",1983,,
Local Networking of Personal Computers,"[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1983,,1909f0dea588307f41244c3f285a022dc402984e
Pup: An Internetwork Architecture,"[{'name': 'David R. Boggs', 'dblp_profile': 'https://dblp.org/pid/98/5887.html'}, {'name': 'John F. Shoch', 'dblp_profile': 'https://dblp.org/pid/73/6993.html'}, {'name': 'Edward A. Taft', 'dblp_profile': 'https://dblp.org/pid/52/147.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1980,"Pup is the name of an internet packet format (PARC Universal Packet), a hierarchy of protocols, and a style of internetwork communication. The fundamental abstraction is an end-to-end media-in dependent internetwork datagram. Higher levels of functionality are achieved by end-to-end protocols that are strictly a matter of agreement among the communicating end processes. This report explores important design issues, sets forth principles that have guided the Pup design, discusses the present implementation in moderate detail, and summarizes experience with an operational internetwork. This work serves as the basis for a functioning internetwork system that provides service to about 1000 computers, on 25 networks of 5 different types, using 20 internetwork gateways.",741882d8dfa32605b10187709d219f43f662c3e5
Reverse Path Forwarding of Broadcast Packets,"[{'name': 'Yogen K. Dalal', 'dblp_profile': 'https://dblp.org/pid/42/1261.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1978,"A broadcast packet is for delivery to all nodes of a network. Algorithms for accomplishing this delivery through a store-and-forward packet switching computer network include (1) transmission of separately addressed packets, (2) multidestination addressing, (3) hot potato forwarding, (4) spanning tree forwarding, and (5) source based forwarding. To this list of algorithms we add (6) reverse path forwarding, a broadcast routing method which exploits routing procedures and data structures already available for packet switching. Reverse path forwarding is a practical algorithm for broadcast routing in store-and-forward packet switching computer networks. The algorithm is described as being practical because it is not optimal according to metrics developed for its analysis in this paper, and also because it can be implemented in existing networks with less complexity than that required for the known alternatives.",e97deebb3a44515b93b2cfb1d22f13646b61c22e
