title,authors,year,abstract,ss_id
A Generalist Framework for Panoptic Segmentation of Images and Videos,"[{'name': 'Ting Chen', 'dblp_profile': 'https://dblp.org/pid/19/1766-7.html'}, {'name': 'Lala Li', 'dblp_profile': 'https://dblp.org/pid/49/7563.html'}, {'name': 'Saurabh Saxena', 'dblp_profile': 'https://dblp.org/pid/15/8791.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}, {'name': 'David J. Fleet', 'dblp_profile': 'https://dblp.org/pid/07/2099.html'}]",2022,"Panoptic segmentation assigns semantic and instance ID labels to every pixel of an image. As permutations of instance IDs are also valid solutions, the task requires learning of high-dimensional one-to-many mapping. As a result, state-of-the-art approaches use customized architectures and task-specific loss functions. We formulate panoptic segmentation as a discrete data generation problem, without relying on inductive bias of the task. A diffusion model based on analog bits is used to model panoptic masks, with a simple, generic architecture and loss function. By simply adding past predictions as a conditioning signal, our method is capable of modeling video (in a streaming setting) and thereby learns to track object instances automatically. With extensive experiments, we demonstrate that our generalist approach can perform competitively to state-of-the-art specialist methods in similar settings.",614dde18483338069d482d7452900c28052aba83
Gaussian-Bernoulli RBMs Without Tears,"[{'name': 'Renjie Liao', 'dblp_profile': 'https://dblp.org/pid/08/8180.html'}, {'name': 'Simon Kornblith', 'dblp_profile': 'https://dblp.org/pid/220/4059.html'}, {'name': 'Mengye Ren', 'dblp_profile': 'https://dblp.org/pid/163/1952.html'}, {'name': 'David J. Fleet', 'dblp_profile': 'https://dblp.org/pid/07/2099.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2022,"We revisit the challenging problem of training Gaussian-Bernoulli restricted Boltzmann machines (GRBMs), introducing two innovations. We propose a novel Gibbs-Langevin sampling algorithm that outperforms existing methods like Gibbs sampling. We propose a modified contrastive divergence (CD) algorithm so that one can generate images with GRBMs starting from noise. This enables direct comparison of GRBMs with deep generative models, improving evaluation protocols in the RBM literature. Moreover, we show that modified CD and gradient clipping are enough to robustly train GRBMs with large learning rates, thus removing the necessity of various tricks in the literature. Experiments on Gaussian Mixtures, MNIST, FashionMNIST, and CelebA show GRBMs can generate good samples, despite their single-hidden-layer architecture. Our code is released at: \url{https://github.com/lrjconan/GRBM}.",b68960f1d3d4849a5333c221dc65469eb18a72de
Testing GLOM's ability to infer wholes from ambiguous parts,"[{'name': 'Laura Culp', 'dblp_profile': 'https://dblp.org/pid/320/7722.html'}, {'name': 'Sara Sabour', 'dblp_profile': 'https://dblp.org/pid/172/1315.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2022,"The GLOM architecture proposed by Hinton [2021] is a recurrent neural network for parsing an image into a hierarchy of wholes and parts. When a part is ambiguous, GLOM assumes that the ambiguity can be resolved by allowing the part to make multi-modal predictions for the pose and identity of the whole to which it belongs and then using attention to similar predictions coming from other possibly ambiguous parts to settle on a common mode that is predicted by several different parts. In this study, we describe a highly simplified version of GLOM that allows us to assess the effectiveness of this way of dealing with ambiguity. Our results show that, with supervised training, GLOM is able to successfully form islands of very similar embedding vectors for all of the locations occupied by the same object and it is also robust to strong noise injections in the input and to out-of-distribution input transformations.",f198909cc32428e481043bbf3697074dc81b54ae
Meta-Learning Fast Weight Language Models,"[{'name': 'Kevin Clark', 'dblp_profile': 'https://dblp.org/pid/78/6661.html'}, {'name': 'Kelvin Guu', 'dblp_profile': 'https://dblp.org/pid/164/5838.html'}, {'name': 'Ming-Wei Chang', 'dblp_profile': 'https://dblp.org/pid/69/4618.html'}, {'name': 'Panupong Pasupat', 'dblp_profile': 'https://dblp.org/pid/124/9178.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}, {'name': 'Mohammad Norouzi', 'dblp_profile': 'https://dblp.org/pid/12/7659-2.html'}]",2022,"Dynamic evaluation of language models (LMs) adapts model parameters at test time using gradient information from previous tokens and substantially improves LM performance. However, it requires over 3x more compute than standard inference. We present Fast Weight Layers (FWLs), a neural component that provides the benefits of dynamic evaluation much more efficiently by expressing gradient updates as linear attention. A key improvement over dynamic evaluation is that FWLs can also be applied at training time, so the model learns to make good use of gradient updates. FWLs can easily be added on top of existing transformer models, require relatively little extra compute or memory to run, and significantly improve language modeling perplexity.",37ba9c33025fb31f25436010e12c65a0bafc0e1f
The Forward-Forward Algorithm: Some Preliminary Investigations,"[{'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2022,"The aim of this paper is to introduce a new learning procedure for neural networks and to demonstrate that it works well enough on a few small problems to be worth further investigation. The Forward-Forward algorithm replaces the forward and backward passes of backpropagation by two forward passes, one with positive (i.e. real) data and the other with negative data which could be generated by the network itself. Each layer has its own objective function which is simply to have high goodness for positive data and low goodness for negative data. The sum of the squared activities in a layer can be used as the goodness but there are many other possibilities, including minus the sum of the squared activities. If the positive and negative passes could be separated in time, the negative passes could be done offline, which would make the learning much simpler in the positive pass and allow video to be pipelined through the network without ever storing activities or stopping to propagate derivatives.",75e3475cf49caf1dbbcad526b0132b455dc88dd5
Deep learning for AI,"[{'name': 'Yoshua Bengio', 'dblp_profile': 'https://dblp.org/pid/56/953.html'}, {'name': 'Yann LeCun', 'dblp_profile': 'https://dblp.org/pid/l/YannLeCun.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2021,How can neural networks learn the rich internal representations required for difficult tasks such as recognizing objects or understanding language?,87d5b61f5b6fdb0a57fc66b5c5bb428c398eaa86
Teaching with Commentaries,"[{'name': 'Aniruddh Raghu', 'dblp_profile': 'https://dblp.org/pid/200/8793.html'}, {'name': 'Maithra Raghu', 'dblp_profile': 'https://dblp.org/pid/163/6374.html'}, {'name': 'Simon Kornblith', 'dblp_profile': 'https://dblp.org/pid/220/4059.html'}, {'name': 'David Duvenaud', 'dblp_profile': 'https://dblp.org/pid/86/9380.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2021,"Effective training of deep neural networks can be challenging, and there remain many open questions on how to best learn these models. Recently developed methods to improve neural network training examine teaching: providing learned information during the training process to improve downstream model performance. In this paper, we take steps towards extending the scope of teaching. We propose a flexible teaching framework using commentaries, meta-learned information helpful for training on a particular task or dataset. We present an efficient and scalable gradient-based method to learn commentaries, leveraging recent work on implicit differentiation. We explore diverse applications of commentaries, from learning weights for individual training examples, to parameterizing label-dependent data augmentation policies, to representing attention masks that highlight salient image regions. In these settings, we find that commentaries can improve training speed and/or performance and also provide fundamental insights about the dataset and training process.",1ac1d3eb086c42d72a0509a42f744f626e8b5711
Unsupervised Part Representation by Flow Capsules,"[{'name': 'Sara Sabour', 'dblp_profile': 'https://dblp.org/pid/172/1315.html'}, {'name': 'Andrea Tagliasacchi', 'dblp_profile': 'https://dblp.org/pid/46/5514.html'}, {'name': 'Soroosh Yazdani', 'dblp_profile': 'https://dblp.org/pid/87/6842.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}, {'name': 'David J. Fleet', 'dblp_profile': 'https://dblp.org/pid/07/2099.html'}]",2021,"Capsule networks are designed to parse an image into a hierarchy of objects, parts and relations. While promising, they remain limited by an inability to learn effective low level part descriptions. To address this issue we propose a novel self-supervised method for learning part descriptors of an image. During training, we exploit motion as a powerful perceptual cue for part definition, using an expressive decoder for part generation and layered image formation with occlusion. Experiments demonstrate robust part discovery in the presence of multiple objects, cluttered backgrounds, and significant occlusion. The resulting part descriptors, a.k.a. part capsules, are decoded into shape masks, filling in occluded pixels, along with relative depth on single images. We also report unsupervised object classification using our capsule parts in a stacked capsule autoencoder.",01a17af53eb629878ec9757086f344bb042730c9
Neural Additive Models: Interpretable Machine Learning with Neural Nets,"[{'name': 'Rishabh Agarwal', 'dblp_profile': 'https://dblp.org/pid/210/6453.html'}, {'name': 'Levi Melnick', 'dblp_profile': 'https://dblp.org/pid/260/5426.html'}, {'name': 'Nicholas Frosst', 'dblp_profile': 'https://dblp.org/pid/207/8270.html'}, {'name': 'Xuezhou Zhang', 'dblp_profile': 'https://dblp.org/pid/213/7993.html'}, {'name': 'Benjamin J. Lengerich', 'dblp_profile': 'https://dblp.org/pid/203/8210.html'}, {'name': 'Rich Caruana', 'dblp_profile': 'https://dblp.org/pid/c/RichCaruana.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2021,"Deep neural networks (DNNs) are powerful black-box predictors that have achieved impressive performance on a wide variety of tasks. However, their accuracy comes at the cost of intelligibility: it is usually unclear how they make their decisions. This hinders their applicability to high stakes decision-making domains such as healthcare. We propose Neural Additive Models (NAMs) which combine some of the expressivity of DNNs with the inherent intelligibility of generalized additive models. NAMs learn a linear combination of neural networks that each attend to a single input feature. These networks are trained jointly and can learn arbitrarily complex relationships between their input feature and the output. Our experiments on regression and classification datasets show that NAMs are more accurate than widely used intelligible models such as logistic regression and shallow decision trees. They perform similarly to existing state-of-the-art generalized additive models in accuracy, but can be more easily applied to real-world problems.",598658595e887f677967769ed11ba28158f6ea8a
Canonical Capsules: Self-Supervised Capsules in Canonical Pose,"[{'name': 'Weiwei Sun', 'dblp_profile': 'https://dblp.org/pid/63/6566.html'}, {'name': 'Andrea Tagliasacchi', 'dblp_profile': 'https://dblp.org/pid/46/5514.html'}, {'name': 'Boyang Deng', 'dblp_profile': 'https://dblp.org/pid/203/8282.html'}, {'name': 'Sara Sabour', 'dblp_profile': 'https://dblp.org/pid/172/1315.html'}, {'name': 'Soroosh Yazdani', 'dblp_profile': 'https://dblp.org/pid/87/6842.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}, {'name': 'Kwang Moo Yi', 'dblp_profile': 'https://dblp.org/pid/30/5082.html'}]",2021,"We propose a self-supervised capsule architecture for 3D point clouds. We compute capsule decompositions of objects through permutation-equivariant attention, and self-supervise the process by training with pairs of randomly rotated objects. Our key idea is to aggregate the attention masks into semantic keypoints, and use these to supervise a decomposition that satisfies the capsule invariance/equivariance properties. This not only enables the training of a semantically consistent decomposition, but also allows us to learn a canonicalization operation that enables object-centric reasoning. To train our neural network we require neither classification labels nor manually-aligned training datasets. Yet, by learning an object-centric representation in a self-supervised manner, our method outperforms the state-of-the-art on 3D point cloud reconstruction, canonicalization, and unsupervised classification.",31abc1a357969844a759ad0b78c842029bae2a69
How to represent part-whole hierarchies in a neural network,"[{'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2021,"Abstract This article does not describe a working system. Instead, it presents a single idea about representation that allows advances made by several different groups to be combined into an imaginary system called GLOM.1 The advances include transformers, neural fields, contrastive representation learning, distillation, and capsules. GLOM answers the question: How can a neural network with a fixed architecture parse an image into a part-whole hierarchy that has a different structure for each image? The idea is simply to use islands of identical vectors to represent the nodes in the parse tree. If GLOM can be made to work, it should significantly improve the interpretability of the representations produced by transformer-like systems when applied to vision or language.",5cee90b85b88e4de1d51b2963613a48b68916ac7
Pix2seq: A Language Modeling Framework for Object Detection,"[{'name': 'Ting Chen', 'dblp_profile': 'https://dblp.org/pid/19/1766-7.html'}, {'name': 'Saurabh Saxena', 'dblp_profile': 'https://dblp.org/pid/15/8791.html'}, {'name': 'Lala Li', 'dblp_profile': 'https://dblp.org/pid/49/7563.html'}, {'name': 'David J. Fleet', 'dblp_profile': 'https://dblp.org/pid/07/2099.html'}, {'name': 'Geoffrey E. Hinton', 'dblp_profile': 'https://dblp.org/pid/10/3248'}]",2021,"We present Pix2Seq, a simple and generic framework for object detection. Unlike existing approaches that explicitly integrate prior knowledge about the task, we cast object detection as a language modeling task conditioned on the observed pixel inputs. Object descriptions (e.g., bounding boxes and class labels) are expressed as sequences of discrete tokens, and we train a neural network to perceive the image and generate the desired sequence. Our approach is based mainly on the intuition that if a neural network knows about where and what the objects are, we just need to teach it how to read them out. Beyond the use of task-specific data augmentations, our approach makes minimal assumptions about the task, yet it achieves competitive results on the challenging COCO dataset, compared to highly specialized and well optimized detection algorithms.",19b3b074d38b250d024920732ae51a8ffa0996dd
